inventory_id,date,year,month,month_name,quarter,product_id,product_name,category,opening_stock,received_qty,dispatched_qty,closing_stock,reorder_level,stock_status,financial_year,day_of_week,shelf_life_days,days_of_stock,shelf_life_risk
IN001860,2023-09-28,2023,9,September,Q3,P12,Cream 200ml,Cream,2964,185,259,2890,12,OK,FY2023-24,Thursday,10,11.2,Safe
IN001861,2023-09-29,2023,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,3417,64,247,3234,200,OK,FY2023-24,Friday,2,13.1,Safe
IN001862,2023-09-29,2023,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,2345,145,216,2274,500,OK,FY2023-24,Friday,3,10.5,Safe
IN001863,2023-09-29,2023,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,4717,134,269,4582,500,OK,FY2023-24,Friday,3,17.0,Safe
IN001864,2023-09-29,2023,9,September,Q3,P04,Paneer 200g,Paneer,1241,227,149,1319,30,OK,FY2023-24,Friday,7,8.9,Safe
IN001865,2023-09-29,2023,9,September,Q3,P05,Paneer 500g,Paneer,1348,188,52,1484,30,OK,FY2023-24,Friday,7,28.5,Safe
IN001866,2023-09-29,2023,9,September,Q3,P06,Curd 400g,Curd,2942,282,153,3071,80,OK,FY2023-24,Friday,5,20.1,Safe
IN001867,2023-09-29,2023,9,September,Q3,P07,Curd 1kg,Curd,1444,247,269,1422,80,OK,FY2023-24,Friday,5,5.3,Safe
IN001868,2023-09-29,2023,9,September,Q3,P08,Ghee 500ml,Ghee,2725,88,218,2595,15,OK,FY2023-24,Friday,180,11.9,At Risk
IN001869,2023-09-29,2023,9,September,Q3,P09,Ghee 1L,Ghee,2043,133,42,2134,15,OK,FY2023-24,Friday,180,50.8,At Risk
IN001870,2023-09-29,2023,9,September,Q3,P10,Butter 100g,Butter,2881,150,158,2873,25,OK,FY2023-24,Friday,90,18.2,At Risk
IN001871,2023-09-29,2023,9,September,Q3,P11,Butter 500g,Butter,1454,53,156,1351,25,OK,FY2023-24,Friday,90,8.7,At Risk
IN001872,2023-09-29,2023,9,September,Q3,P12,Cream 200ml,Cream,2890,200,224,2866,12,OK,FY2023-24,Friday,10,12.8,Safe
IN001873,2023-09-30,2023,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,3234,130,97,3267,200,OK,FY2023-24,Saturday,2,33.7,Safe
IN001874,2023-09-30,2023,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,2274,239,205,2308,500,OK,FY2023-24,Saturday,3,11.3,Safe
IN001875,2023-09-30,2023,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,4582,156,278,4460,500,OK,FY2023-24,Saturday,3,16.0,Safe
IN001876,2023-09-30,2023,9,September,Q3,P04,Paneer 200g,Paneer,1319,245,74,1490,30,OK,FY2023-24,Saturday,7,20.1,Safe
IN001877,2023-09-30,2023,9,September,Q3,P05,Paneer 500g,Paneer,1484,237,57,1664,30,OK,FY2023-24,Saturday,7,29.2,Safe
IN001878,2023-09-30,2023,9,September,Q3,P06,Curd 400g,Curd,3071,99,101,3069,80,OK,FY2023-24,Saturday,5,30.4,Safe
IN001879,2023-09-30,2023,9,September,Q3,P07,Curd 1kg,Curd,1422,164,109,1477,80,OK,FY2023-24,Saturday,5,13.6,Safe
IN001880,2023-09-30,2023,9,September,Q3,P08,Ghee 500ml,Ghee,2595,165,91,2669,15,OK,FY2023-24,Saturday,180,29.3,At Risk
IN001881,2023-09-30,2023,9,September,Q3,P09,Ghee 1L,Ghee,2134,172,268,2038,15,OK,FY2023-24,Saturday,180,7.6,At Risk
IN001882,2023-09-30,2023,9,September,Q3,P10,Butter 100g,Butter,2873,94,121,2846,25,OK,FY2023-24,Saturday,90,23.5,At Risk
IN001883,2023-09-30,2023,9,September,Q3,P11,Butter 500g,Butter,1351,67,268,1150,25,OK,FY2023-24,Saturday,90,4.3,At Risk
IN001884,2023-09-30,2023,9,September,Q3,P12,Cream 200ml,Cream,2866,84,179,2771,12,OK,FY2023-24,Saturday,10,15.5,Safe
IN001885,2023-10-02,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3267,178,225,3220,200,OK,FY2023-24,Monday,2,14.3,Safe
IN001886,2023-10-02,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2308,143,228,2223,500,OK,FY2023-24,Monday,3,9.8,Safe
IN001887,2023-10-02,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,4460,171,185,4446,500,OK,FY2023-24,Monday,3,24.0,Safe
IN001888,2023-10-02,2023,10,October,Q4,P04,Paneer 200g,Paneer,1490,229,60,1659,30,OK,FY2023-24,Monday,7,27.6,Safe
IN001889,2023-10-02,2023,10,October,Q4,P05,Paneer 500g,Paneer,1664,167,168,1663,30,OK,FY2023-24,Monday,7,9.9,Safe
IN001890,2023-10-02,2023,10,October,Q4,P06,Curd 400g,Curd,3069,82,192,2959,80,OK,FY2023-24,Monday,5,15.4,Safe
IN001891,2023-10-02,2023,10,October,Q4,P07,Curd 1kg,Curd,1477,284,62,1699,80,OK,FY2023-24,Monday,5,27.4,Safe
IN001892,2023-10-02,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2669,177,167,2679,15,OK,FY2023-24,Monday,180,16.0,At Risk
IN001893,2023-10-02,2023,10,October,Q4,P09,Ghee 1L,Ghee,2038,262,230,2070,15,OK,FY2023-24,Monday,180,9.0,At Risk
IN001894,2023-10-02,2023,10,October,Q4,P10,Butter 100g,Butter,2846,296,63,3079,25,OK,FY2023-24,Monday,90,48.9,At Risk
IN001895,2023-10-02,2023,10,October,Q4,P11,Butter 500g,Butter,1150,148,185,1113,25,OK,FY2023-24,Monday,90,6.0,At Risk
IN001896,2023-10-02,2023,10,October,Q4,P12,Cream 200ml,Cream,2771,217,203,2785,12,OK,FY2023-24,Monday,10,13.7,Safe
IN001897,2023-10-03,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3220,97,213,3104,200,OK,FY2023-24,Tuesday,2,14.6,Safe
IN001898,2023-10-03,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2223,146,126,2243,500,OK,FY2023-24,Tuesday,3,17.8,Safe
IN001899,2023-10-03,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,4446,215,167,4494,500,OK,FY2023-24,Tuesday,3,26.9,Safe
IN001900,2023-10-03,2023,10,October,Q4,P04,Paneer 200g,Paneer,1659,259,139,1779,30,OK,FY2023-24,Tuesday,7,12.8,Safe
IN001901,2023-10-03,2023,10,October,Q4,P05,Paneer 500g,Paneer,1663,270,96,1837,30,OK,FY2023-24,Tuesday,7,19.1,Safe
IN001902,2023-10-03,2023,10,October,Q4,P06,Curd 400g,Curd,2959,252,190,3021,80,OK,FY2023-24,Tuesday,5,15.9,Safe
IN001903,2023-10-03,2023,10,October,Q4,P07,Curd 1kg,Curd,1699,109,95,1713,80,OK,FY2023-24,Tuesday,5,18.0,Safe
IN001904,2023-10-03,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2679,294,88,2885,15,OK,FY2023-24,Tuesday,180,32.8,At Risk
IN001905,2023-10-03,2023,10,October,Q4,P09,Ghee 1L,Ghee,2070,54,82,2042,15,OK,FY2023-24,Tuesday,180,24.9,At Risk
IN001906,2023-10-03,2023,10,October,Q4,P10,Butter 100g,Butter,3079,261,274,3066,25,OK,FY2023-24,Tuesday,90,11.2,At Risk
IN001907,2023-10-03,2023,10,October,Q4,P11,Butter 500g,Butter,1113,277,104,1286,25,OK,FY2023-24,Tuesday,90,12.4,At Risk
IN001908,2023-10-03,2023,10,October,Q4,P12,Cream 200ml,Cream,2785,279,142,2922,12,OK,FY2023-24,Tuesday,10,20.6,Safe
IN001909,2023-10-04,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3104,123,172,3055,200,OK,FY2023-24,Wednesday,2,17.8,Safe
IN001910,2023-10-04,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2243,243,209,2277,500,OK,FY2023-24,Wednesday,3,10.9,Safe
IN001911,2023-10-04,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,4494,240,215,4519,500,OK,FY2023-24,Wednesday,3,21.0,Safe
IN001912,2023-10-04,2023,10,October,Q4,P04,Paneer 200g,Paneer,1779,134,188,1725,30,OK,FY2023-24,Wednesday,7,9.2,Safe
IN001913,2023-10-04,2023,10,October,Q4,P05,Paneer 500g,Paneer,1837,285,56,2066,30,OK,FY2023-24,Wednesday,7,36.9,Safe
IN001914,2023-10-04,2023,10,October,Q4,P06,Curd 400g,Curd,3021,232,48,3205,80,OK,FY2023-24,Wednesday,5,66.8,Safe
IN001915,2023-10-04,2023,10,October,Q4,P07,Curd 1kg,Curd,1713,242,247,1708,80,OK,FY2023-24,Wednesday,5,6.9,Safe
IN001916,2023-10-04,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2885,64,271,2678,15,OK,FY2023-24,Wednesday,180,9.9,At Risk
IN001917,2023-10-04,2023,10,October,Q4,P09,Ghee 1L,Ghee,2042,183,129,2096,15,OK,FY2023-24,Wednesday,180,16.2,At Risk
IN001918,2023-10-04,2023,10,October,Q4,P10,Butter 100g,Butter,3066,268,241,3093,25,OK,FY2023-24,Wednesday,90,12.8,At Risk
IN001919,2023-10-04,2023,10,October,Q4,P11,Butter 500g,Butter,1286,193,52,1427,25,OK,FY2023-24,Wednesday,90,27.4,At Risk
IN001920,2023-10-04,2023,10,October,Q4,P12,Cream 200ml,Cream,2922,81,125,2878,12,OK,FY2023-24,Wednesday,10,23.0,Safe
IN001921,2023-10-05,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3055,202,81,3176,200,OK,FY2023-24,Thursday,2,39.2,Safe
IN001922,2023-10-05,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2277,193,85,2385,500,OK,FY2023-24,Thursday,3,28.1,Safe
IN001923,2023-10-05,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,4519,294,276,4537,500,OK,FY2023-24,Thursday,3,16.4,Safe
IN001924,2023-10-05,2023,10,October,Q4,P04,Paneer 200g,Paneer,1725,142,161,1706,30,OK,FY2023-24,Thursday,7,10.6,Safe
IN001925,2023-10-05,2023,10,October,Q4,P05,Paneer 500g,Paneer,2066,51,77,2040,30,OK,FY2023-24,Thursday,7,26.5,Safe
IN001926,2023-10-05,2023,10,October,Q4,P06,Curd 400g,Curd,3205,175,88,3292,80,OK,FY2023-24,Thursday,5,37.4,Safe
IN001927,2023-10-05,2023,10,October,Q4,P07,Curd 1kg,Curd,1708,259,112,1855,80,OK,FY2023-24,Thursday,5,16.6,Safe
IN001928,2023-10-05,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2678,78,159,2597,15,OK,FY2023-24,Thursday,180,16.3,At Risk
IN001929,2023-10-05,2023,10,October,Q4,P09,Ghee 1L,Ghee,2096,53,61,2088,15,OK,FY2023-24,Thursday,180,34.2,At Risk
IN001930,2023-10-05,2023,10,October,Q4,P10,Butter 100g,Butter,3093,178,48,3223,25,OK,FY2023-24,Thursday,90,67.1,At Risk
IN001931,2023-10-05,2023,10,October,Q4,P11,Butter 500g,Butter,1427,258,160,1525,25,OK,FY2023-24,Thursday,90,9.5,At Risk
IN001932,2023-10-05,2023,10,October,Q4,P12,Cream 200ml,Cream,2878,298,224,2952,12,OK,FY2023-24,Thursday,10,13.2,Safe
IN001933,2023-10-06,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3176,198,204,3170,200,OK,FY2023-24,Friday,2,15.5,Safe
IN001934,2023-10-06,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2385,86,77,2394,500,OK,FY2023-24,Friday,3,31.1,Safe
IN001935,2023-10-06,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,4537,205,91,4651,500,OK,FY2023-24,Friday,3,51.1,Safe
IN001936,2023-10-06,2023,10,October,Q4,P04,Paneer 200g,Paneer,1706,86,168,1624,30,OK,FY2023-24,Friday,7,9.7,Safe
IN001937,2023-10-06,2023,10,October,Q4,P05,Paneer 500g,Paneer,2040,193,228,2005,30,OK,FY2023-24,Friday,7,8.8,Safe
IN001938,2023-10-06,2023,10,October,Q4,P06,Curd 400g,Curd,3292,94,163,3223,80,OK,FY2023-24,Friday,5,19.8,Safe
IN001939,2023-10-06,2023,10,October,Q4,P07,Curd 1kg,Curd,1855,108,242,1721,80,OK,FY2023-24,Friday,5,7.1,Safe
IN001940,2023-10-06,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2597,279,202,2674,15,OK,FY2023-24,Friday,180,13.2,At Risk
IN001941,2023-10-06,2023,10,October,Q4,P09,Ghee 1L,Ghee,2088,244,59,2273,15,OK,FY2023-24,Friday,180,38.5,At Risk
IN001942,2023-10-06,2023,10,October,Q4,P10,Butter 100g,Butter,3223,157,148,3232,25,OK,FY2023-24,Friday,90,21.8,At Risk
IN001943,2023-10-06,2023,10,October,Q4,P11,Butter 500g,Butter,1525,187,277,1435,25,OK,FY2023-24,Friday,90,5.2,At Risk
IN001944,2023-10-06,2023,10,October,Q4,P12,Cream 200ml,Cream,2952,162,276,2838,12,OK,FY2023-24,Friday,10,10.3,Safe
IN001945,2023-10-07,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3170,295,215,3250,200,OK,FY2023-24,Saturday,2,15.1,Safe
IN001946,2023-10-07,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2394,198,78,2514,500,OK,FY2023-24,Saturday,3,32.2,Safe
IN001947,2023-10-07,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,4651,222,123,4750,500,OK,FY2023-24,Saturday,3,38.6,Safe
IN001948,2023-10-07,2023,10,October,Q4,P04,Paneer 200g,Paneer,1624,230,43,1811,30,OK,FY2023-24,Saturday,7,42.1,Safe
IN001949,2023-10-07,2023,10,October,Q4,P05,Paneer 500g,Paneer,2005,131,59,2077,30,OK,FY2023-24,Saturday,7,35.2,Safe
IN001950,2023-10-07,2023,10,October,Q4,P06,Curd 400g,Curd,3223,127,53,3297,80,OK,FY2023-24,Saturday,5,62.2,Safe
IN001951,2023-10-07,2023,10,October,Q4,P07,Curd 1kg,Curd,1721,276,277,1720,80,OK,FY2023-24,Saturday,5,6.2,Safe
IN001952,2023-10-07,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2674,136,237,2573,15,OK,FY2023-24,Saturday,180,10.9,At Risk
IN001953,2023-10-07,2023,10,October,Q4,P09,Ghee 1L,Ghee,2273,220,77,2416,15,OK,FY2023-24,Saturday,180,31.4,At Risk
IN001954,2023-10-07,2023,10,October,Q4,P10,Butter 100g,Butter,3232,245,72,3405,25,OK,FY2023-24,Saturday,90,47.3,At Risk
IN001955,2023-10-07,2023,10,October,Q4,P11,Butter 500g,Butter,1435,253,261,1427,25,OK,FY2023-24,Saturday,90,5.5,At Risk
IN001956,2023-10-07,2023,10,October,Q4,P12,Cream 200ml,Cream,2838,281,192,2927,12,OK,FY2023-24,Saturday,10,15.2,Safe
IN001957,2023-10-09,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3250,74,261,3063,200,OK,FY2023-24,Monday,2,11.7,Safe
IN001958,2023-10-09,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2514,158,119,2553,500,OK,FY2023-24,Monday,3,21.5,Safe
IN001959,2023-10-09,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,4750,203,74,4879,500,OK,FY2023-24,Monday,3,65.9,Safe
IN001960,2023-10-09,2023,10,October,Q4,P04,Paneer 200g,Paneer,1811,78,79,1810,30,OK,FY2023-24,Monday,7,22.9,Safe
IN001961,2023-10-09,2023,10,October,Q4,P05,Paneer 500g,Paneer,2077,196,235,2038,30,OK,FY2023-24,Monday,7,8.7,Safe
IN001962,2023-10-09,2023,10,October,Q4,P06,Curd 400g,Curd,3297,126,228,3195,80,OK,FY2023-24,Monday,5,14.0,Safe
IN001963,2023-10-09,2023,10,October,Q4,P07,Curd 1kg,Curd,1720,70,226,1564,80,OK,FY2023-24,Monday,5,6.9,Safe
IN001964,2023-10-09,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2573,81,102,2552,15,OK,FY2023-24,Monday,180,25.0,At Risk
IN001965,2023-10-09,2023,10,October,Q4,P09,Ghee 1L,Ghee,2416,284,155,2545,15,OK,FY2023-24,Monday,180,16.4,At Risk
IN001966,2023-10-09,2023,10,October,Q4,P10,Butter 100g,Butter,3405,157,152,3410,25,OK,FY2023-24,Monday,90,22.4,At Risk
IN001967,2023-10-09,2023,10,October,Q4,P11,Butter 500g,Butter,1427,118,118,1427,25,OK,FY2023-24,Monday,90,12.1,At Risk
IN001968,2023-10-09,2023,10,October,Q4,P12,Cream 200ml,Cream,2927,63,251,2739,12,OK,FY2023-24,Monday,10,10.9,Safe
IN001969,2023-10-10,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3063,237,191,3109,200,OK,FY2023-24,Tuesday,2,16.3,Safe
IN001970,2023-10-10,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2553,198,87,2664,500,OK,FY2023-24,Tuesday,3,30.6,Safe
IN001971,2023-10-10,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,4879,242,112,5009,500,OK,FY2023-24,Tuesday,3,44.7,Safe
IN001972,2023-10-10,2023,10,October,Q4,P04,Paneer 200g,Paneer,1810,53,163,1700,30,OK,FY2023-24,Tuesday,7,10.4,Safe
IN001973,2023-10-10,2023,10,October,Q4,P05,Paneer 500g,Paneer,2038,87,155,1970,30,OK,FY2023-24,Tuesday,7,12.7,Safe
IN001974,2023-10-10,2023,10,October,Q4,P06,Curd 400g,Curd,3195,143,48,3290,80,OK,FY2023-24,Tuesday,5,68.5,Safe
IN001975,2023-10-10,2023,10,October,Q4,P07,Curd 1kg,Curd,1564,56,214,1406,80,OK,FY2023-24,Tuesday,5,6.6,Safe
IN001976,2023-10-10,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2552,250,107,2695,15,OK,FY2023-24,Tuesday,180,25.2,At Risk
IN001977,2023-10-10,2023,10,October,Q4,P09,Ghee 1L,Ghee,2545,212,185,2572,15,OK,FY2023-24,Tuesday,180,13.9,At Risk
IN001978,2023-10-10,2023,10,October,Q4,P10,Butter 100g,Butter,3410,155,156,3409,25,OK,FY2023-24,Tuesday,90,21.9,At Risk
IN001979,2023-10-10,2023,10,October,Q4,P11,Butter 500g,Butter,1427,187,189,1425,25,OK,FY2023-24,Tuesday,90,7.5,At Risk
IN001980,2023-10-10,2023,10,October,Q4,P12,Cream 200ml,Cream,2739,93,78,2754,12,OK,FY2023-24,Tuesday,10,35.3,Safe
IN001981,2023-10-11,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3109,286,102,3293,200,OK,FY2023-24,Wednesday,2,32.3,Safe
IN001982,2023-10-11,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2664,116,188,2592,500,OK,FY2023-24,Wednesday,3,13.8,Safe
IN001983,2023-10-11,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,5009,267,84,5192,500,OK,FY2023-24,Wednesday,3,61.8,Safe
IN001984,2023-10-11,2023,10,October,Q4,P04,Paneer 200g,Paneer,1700,192,48,1844,30,OK,FY2023-24,Wednesday,7,38.4,Safe
IN001985,2023-10-11,2023,10,October,Q4,P05,Paneer 500g,Paneer,1970,74,55,1989,30,OK,FY2023-24,Wednesday,7,36.2,Safe
IN001986,2023-10-11,2023,10,October,Q4,P06,Curd 400g,Curd,3290,172,138,3324,80,OK,FY2023-24,Wednesday,5,24.1,Safe
IN001987,2023-10-11,2023,10,October,Q4,P07,Curd 1kg,Curd,1406,241,198,1449,80,OK,FY2023-24,Wednesday,5,7.3,Safe
IN001988,2023-10-11,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2695,285,69,2911,15,OK,FY2023-24,Wednesday,180,42.2,At Risk
IN001989,2023-10-11,2023,10,October,Q4,P09,Ghee 1L,Ghee,2572,139,155,2556,15,OK,FY2023-24,Wednesday,180,16.5,At Risk
IN001990,2023-10-11,2023,10,October,Q4,P10,Butter 100g,Butter,3409,194,143,3460,25,OK,FY2023-24,Wednesday,90,24.2,At Risk
IN001991,2023-10-11,2023,10,October,Q4,P11,Butter 500g,Butter,1425,52,207,1270,25,OK,FY2023-24,Wednesday,90,6.1,At Risk
IN001992,2023-10-11,2023,10,October,Q4,P12,Cream 200ml,Cream,2754,198,278,2674,12,OK,FY2023-24,Wednesday,10,9.6,At Risk
IN001993,2023-10-12,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3293,127,78,3342,200,OK,FY2023-24,Thursday,2,42.8,Safe
IN001994,2023-10-12,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2592,266,172,2686,500,OK,FY2023-24,Thursday,3,15.6,Safe
IN001995,2023-10-12,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,5192,120,105,5207,500,OK,FY2023-24,Thursday,3,49.6,Safe
IN001996,2023-10-12,2023,10,October,Q4,P04,Paneer 200g,Paneer,1844,152,120,1876,30,OK,FY2023-24,Thursday,7,15.6,Safe
IN001997,2023-10-12,2023,10,October,Q4,P05,Paneer 500g,Paneer,1989,129,228,1890,30,OK,FY2023-24,Thursday,7,8.3,Safe
IN001998,2023-10-12,2023,10,October,Q4,P06,Curd 400g,Curd,3324,246,89,3481,80,OK,FY2023-24,Thursday,5,39.1,Safe
IN001999,2023-10-12,2023,10,October,Q4,P07,Curd 1kg,Curd,1449,114,211,1352,80,OK,FY2023-24,Thursday,5,6.4,Safe
IN002000,2023-10-12,2023,10,October,Q4,P08,Ghee 500ml,Ghee,2911,254,72,3093,15,OK,FY2023-24,Thursday,180,43.0,At Risk
IN002001,2023-10-12,2023,10,October,Q4,P09,Ghee 1L,Ghee,2556,99,156,2499,15,OK,FY2023-24,Thursday,180,16.0,At Risk
IN002002,2023-10-12,2023,10,October,Q4,P10,Butter 100g,Butter,3460,288,238,3510,25,OK,FY2023-24,Thursday,90,14.7,At Risk
IN002003,2023-10-12,2023,10,October,Q4,P11,Butter 500g,Butter,1270,185,114,1341,25,OK,FY2023-24,Thursday,90,11.8,At Risk
IN002004,2023-10-12,2023,10,October,Q4,P12,Cream 200ml,Cream,2674,88,53,2709,12,OK,FY2023-24,Thursday,10,51.1,Safe
IN002005,2023-10-13,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3342,57,46,3353,200,OK,FY2023-24,Friday,2,72.9,Safe
IN002006,2023-10-13,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2686,131,92,2725,500,OK,FY2023-24,Friday,3,29.6,Safe
IN002007,2023-10-13,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,5207,190,122,5275,500,OK,FY2023-24,Friday,3,43.2,Safe
IN002008,2023-10-13,2023,10,October,Q4,P04,Paneer 200g,Paneer,1876,168,256,1788,30,OK,FY2023-24,Friday,7,7.0,At Risk
IN002009,2023-10-13,2023,10,October,Q4,P05,Paneer 500g,Paneer,1890,246,89,2047,30,OK,FY2023-24,Friday,7,23.0,Safe
IN002010,2023-10-13,2023,10,October,Q4,P06,Curd 400g,Curd,3481,82,227,3336,80,OK,FY2023-24,Friday,5,14.7,Safe
IN002011,2023-10-13,2023,10,October,Q4,P07,Curd 1kg,Curd,1352,238,243,1347,80,OK,FY2023-24,Friday,5,5.5,Safe
IN002012,2023-10-13,2023,10,October,Q4,P08,Ghee 500ml,Ghee,3093,199,161,3131,15,OK,FY2023-24,Friday,180,19.4,At Risk
IN002013,2023-10-13,2023,10,October,Q4,P09,Ghee 1L,Ghee,2499,202,64,2637,15,OK,FY2023-24,Friday,180,41.2,At Risk
IN002014,2023-10-13,2023,10,October,Q4,P10,Butter 100g,Butter,3510,72,124,3458,25,OK,FY2023-24,Friday,90,27.9,At Risk
IN002015,2023-10-13,2023,10,October,Q4,P11,Butter 500g,Butter,1341,77,75,1343,25,OK,FY2023-24,Friday,90,17.9,At Risk
IN002016,2023-10-13,2023,10,October,Q4,P12,Cream 200ml,Cream,2709,267,114,2862,12,OK,FY2023-24,Friday,10,25.1,Safe
IN002017,2023-10-14,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3353,208,190,3371,200,OK,FY2023-24,Saturday,2,17.7,Safe
IN002018,2023-10-14,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2725,149,198,2676,500,OK,FY2023-24,Saturday,3,13.5,Safe
IN002019,2023-10-14,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,5275,164,209,5230,500,OK,FY2023-24,Saturday,3,25.0,Safe
IN002020,2023-10-14,2023,10,October,Q4,P04,Paneer 200g,Paneer,1788,121,73,1836,30,OK,FY2023-24,Saturday,7,25.2,Safe
IN002021,2023-10-14,2023,10,October,Q4,P05,Paneer 500g,Paneer,2047,76,120,2003,30,OK,FY2023-24,Saturday,7,16.7,Safe
IN002022,2023-10-14,2023,10,October,Q4,P06,Curd 400g,Curd,3336,85,124,3297,80,OK,FY2023-24,Saturday,5,26.6,Safe
IN002023,2023-10-14,2023,10,October,Q4,P07,Curd 1kg,Curd,1347,280,170,1457,80,OK,FY2023-24,Saturday,5,8.6,Safe
IN002024,2023-10-14,2023,10,October,Q4,P08,Ghee 500ml,Ghee,3131,247,50,3328,15,OK,FY2023-24,Saturday,180,66.6,At Risk
IN002025,2023-10-14,2023,10,October,Q4,P09,Ghee 1L,Ghee,2637,148,147,2638,15,OK,FY2023-24,Saturday,180,17.9,At Risk
IN002026,2023-10-14,2023,10,October,Q4,P10,Butter 100g,Butter,3458,203,174,3487,25,OK,FY2023-24,Saturday,90,20.0,At Risk
IN002027,2023-10-14,2023,10,October,Q4,P11,Butter 500g,Butter,1343,252,244,1351,25,OK,FY2023-24,Saturday,90,5.5,At Risk
IN002028,2023-10-14,2023,10,October,Q4,P12,Cream 200ml,Cream,2862,94,233,2723,12,OK,FY2023-24,Saturday,10,11.7,Safe
IN002029,2023-10-16,2023,10,October,Q4,P01,Milk Bulk 1L,Milk Bulk,3371,213,99,3485,200,OK,FY2023-24,Monday,2,35.2,Safe
IN002030,2023-10-16,2023,10,October,Q4,P02,Milk Packet 500ml,Milk Packet,2676,81,115,2642,500,OK,FY2023-24,Monday,3,23.0,Safe
IN002031,2023-10-16,2023,10,October,Q4,P03,Milk Packet 200ml,Milk Packet,5230,240,90,5380,500,OK,FY2023-24,Monday,3,59.8,Safe
IN002032,2023-10-16,2023,10,October,Q4,P04,Paneer 200g,Paneer,1836,166,118,1884,30,OK,FY2023-24,Monday,7,16.0,Safe
IN002033,2023-10-16,2023,10,October,Q4,P05,Paneer 500g,Paneer,2003,199,105,2097,30,OK,FY2023-24,Monday,7,20.0,Safe
IN002034,2023-10-16,2023,10,October,Q4,P06,Curd 400g,Curd,3297,98,113,3282,80,OK,FY2023-24,Monday,5,29.0,Safe
IN002035,2023-10-16,2023,10,October,Q4,P07,Curd 1kg,Curd,1457,126,217,1366,80,OK,FY2023-24,Monday,5,6.3,Safe
IN002036,2023-10-16,2023,10,October,Q4,P08,Ghee 500ml,Ghee,3328,186,100,3414,15,OK,FY2023-24,Monday,180,34.1,At Risk
IN002037,2023-10-16,2023,10,October,Q4,P09,Ghee 1L,Ghee,2638,128,180,2586,15,OK,FY2023-24,Monday,180,14.4,At Risk
IN002038,2023-10-16,2023,10,October,Q4,P10,Butter 100g,Butter,3487,271,147,3611,25,OK,FY2023-24,Monday,90,24.6,At Risk
IN002039,2023-10-16,2023,10,October,Q4,P11,Butter 500g,Butter,1351,190,141,1400,25,OK,FY2023-24,Monday,90,9.9,At Risk
